phone_number,name,full_address,latitude,longitude,review_count,rating,website,types,city,verified,country,country_corrected,open_info,cluster_type,distance_to_centroid
0,Civil Defence Station Jumeirah,1,25.2070889,55.2568209,1.0,5.0,1,Fire station,Dubai,False,United Arab Emirates,United Arab Emirates,0,50,0.29180139891930806
1,Al Omran Rent A Car,1,25.3979152,55.4411695,6.0,4.5,0,Car rental agency,Ajman,True,United Arab Emirates,United Arab Emirates,1,213,0.2959795332674431
1,New West Zone Supermarket - Oud Metha,1,25.2327875,55.3116326,194.0,3.9,1,"Department store, Supermarket, Grocery store, Hypermarket",Dubai,True,United Arab Emirates,United Arab Emirates,1,427,0.2925282172534189
0,Car Wash,1,25.1355018,55.2223763,32.0,4.4,0,Car wash,Dubai,False,United Arab Emirates,United Arab Emirates,0,56,0.2904265450436182
1,Al Lamsah Paints & Decor Contracting,1,25.3236833,55.3820887,32.0,4.4,0,Painter,Sharjah,False,United Arab Emirates,United Arab Emirates,0,81,0.29442267634953495
1,Al Rehab Cafe,1,25.1606875,55.4196691,59.0,4.5,0,"Cafe, Restaurant",Dubai,True,United Arab Emirates,United Arab Emirates,0,426,0.2919382985086901
1,Lakers (next to petrol station),1,51.5542431,0.0571195,758.0,4.6,1,"Fried chicken takeaway, Fast food restaurant",London,True,United Kingdom,United Kingdom,1,130,0.44320897813653576
1,Casino City,1,52.3664474,4.8955397,3.0,4.3,1,Casino,Amsterdam,False,Netherlands,Netherlands,1,88,0.35760636713910887
0,Central Station (Stop HB),1,55.8596498,-4.2591706,1.0,3.0,0,Bus station,Glasgow,True,United Kingdom,United Kingdom,0,492,0.5140491728748363
1,Simple Zone Electronics Trading LLC,1,25.2788468,55.3309395,6.0,1.7,0,Electronics store,Dubai,True,United Arab Emirates,United Arab Emirates,1,17,0.29339739985319047
1,NDA B.V.,1,52.1808583,5.4189994,2.0,3.0,1,Roofing contractor,Amersfoort,True,Netherlands,Netherlands,1,338,0.3490370356792097
0,Mosque DHA,1,25.2976957,55.3466043,32.0,4.4,0,Mosque,Dubai,False,United Arab Emirates,United Arab Emirates,0,447,0.2937959854914196
1,Waschsalon Speed Queen,1,51.7895283,6.1417031,103.0,4.5,1,"Laundromat, Dry cleaner, Laundry, Laundry service",Kleve,True,Germany,Germany,1,118,0.33771489001634386
1,library Bemmel,1,51.888164,5.894169,8.0,4.8,1,Library,Bemmel,True,Netherlands,Netherlands,1,248,0.3416715966483768
1,Al Amana Bakery,1,25.3795267,55.472164,32.0,4.4,0,Bakery,Ajman,False,United Arab Emirates,United Arab Emirates,1,445,0.2958491699771798
1,AA Roofing,0,45.494514,-115.155171,32.0,4.4,1,"Roofing contractor, Service establishment",Dubai,True,United Arab Emirates,United Arab Emirates,1,338,1.5813905238291046
1,Ultima Hair Dressing Saloon,1,25.3379276,55.388101,1.0,5.0,0,Hair salon,Sharjah,False,United Arab Emirates,United Arab Emirates,0,233,0.29469175356742955
1,Syrian Virtual University,1,25.1019719,55.1607724,28.0,4.5,1,University,Dubai,True,United Arab Emirates,United Arab Emirates,1,430,0.28953550949548873
1,Dealer Car Search,1,38.2207696,-85.5870241,1000.0,5.0,1,"Marketing consultant, Internet marketing service, Marketing agency, Web hosting company, Website designer",Louisville,True,KY,USA,1,253,1.0501981667530367
1,Town Hall Hilversum,1,52.2290944,5.1696694,96.0,4.5,1,"Municipality, City Hall",Hilversum,True,Netherlands,Netherlands,1,257,0.353214044868667
1,CHICKYS GRILL HUT RESTAURANT L.L.C,1,25.2938341,55.3755971,218.0,3.7,0,Restaurant,Dubai,True,United Arab Emirates,United Arab Emirates,1,426,0.29389273640170765
1,Hind Alamiri Beauty Salon,1,25.2907711,55.4854584,24.0,4.5,1,Beauty salon,Sharjah,True,United Arab Emirates,United Arab Emirates,1,44,0.29445811154719265
1,smart locksmith,1,25.169449,55.3552865,70.0,4.4,0,Locksmith,Dubai,True,United Arab Emirates,United Arab Emirates,1,194,0.2917221028430855
1,Jack's Casino Rotterdam Alexandrium,1,51.9505302,4.5526373,144.0,3.8,1,"Casino, Amusement center, Gambling house",Rotterdam,True,Netherlands,Netherlands,1,88,0.3645962755655312
0,"ATM, First Abu Dhabi Bank (FAB) | Safari Mall, Sharjah",1,25.305566,55.4506121,4.0,2.5,1,ATM,Sharjah,True,United Arab Emirates,United Arab Emirates,1,168,0.29450594267241437
1,Watan Training Education,1,25.2408919,55.2717876,2.0,5.0,0,University,Dubai,False,United Arab Emirates,United Arab Emirates,1,430,0.2924435286872553
1,WON SE TRADE & TRAVEL GmbH,1,50.1046599,8.6826694,3.0,5.0,1,Travel agency,Frankfurt,True,Germany,Germany,0,13,0.30151651638552873
1,Nova Chennai Club,1,25.261839,55.2924202,26.0,3.4,0,Disco club,Dubai,False,United Arab Emirates,United Arab Emirates,1,32,0.2929037214379072
1,Medcare Royal Specialty Hospital,1,25.2667112,55.3893388,47.0,4.8,1,Hospital,Dubai,True,United Arab Emirates,United Arab Emirates,0,7,0.2935205604444954
1,Metis Technical Services LLC,1,25.1593123,55.251041,33.0,4.6,1,"Painter, Air conditioning contractor, Bathroom remodeler, Carpenter, Electrician, Kitchen remodeler, Handyman/Handywoman/Handyperson, Plumber, Property maintenance",Dubai,True,United Arab Emirates,United Arab Emirates,1,206,0.29097799554842707
0,MEININGER Hotel Frankfurt/Main Flughafen,1,50.0559621,8.591374199999999,1000.0,4.0,1,"Hotel, Hostel",Frankfurt,True,Germany,Germany,0,132,0.3032901285685965
1,HEALTH FOR ALL MEDICAL CENTER,1,23.6193325,53.7079004,23.0,5.0,1,"Medical Center, Cosmetic dentist, Dental clinic, Dental implants provider, Orthodontist, Pediatrician",Abu Dhabi,True,United Arab Emirates,United Arab Emirates,1,48,0.25757253983889833
1,Al Ghadeer Flowers DubaiFlora.Com,1,25.273064,55.3165323,36.0,4.6,1,"Florist, Flower delivery, Flower designer, Wholesale florist",Dubai,True,United Arab Emirates,United Arab Emirates,1,223,0.29322221501526785
1,Stomerij wasserette Salma,1,52.354733,4.921218,15.0,4.5,0,"Laundromat, Dry cleaner",Amsterdam,True,Netherlands,Netherlands,1,118,0.35719101296517125
0,Day Street & Terminal,1,32.3586063,-86.34013519999999,32.0,4.4,0,Bus station,Montgomery,True,AL,USA,0,492,1.0474858293408609
1,Debenhams,1,25.1992441,55.2763082,614.0,4.2,1,Department store,Dubai,True,United Arab Emirates,United Arab Emirates,1,277,0.29177823431107325
0,HGA/NMI,1,52.0774299,4.3160544,32.0,4.4,0,City Hall,The Hague,False,Netherlands,Netherlands,0,434,0.36834008553606185
0,Keystrokes University,1,25.042863,55.1569041,32.0,4.4,0,University,Dubai,False,United Arab Emirates,United Arab Emirates,1,430,0.28853391090400476
0,مسجد عبادة بن الصامت,1,24.328074,54.5359514,51.0,4.7,1,Mosque,Abu Dhabi,False,United Arab Emirates,United Arab Emirates,1,447,0.2733820921525075
1,Travel Inc,1,42.5481125,-70.8786413,19.0,4.9,0,"Travel agency, Cruise agency, Tour agency, Wedding planner",Beverly,True,MA,USA,1,13,0.8236737833370075
1,Rukn Al Dar Furniture Trading,1,25.3016615,55.3686941,2.0,4.0,0,Furniture accessories,Sharjah,True,United Arab Emirates,United Arab Emirates,1,61,0.29398393708520665
1,Forever 21 - Al Ghurair,1,25.2673108,55.317517,5.0,3.6,1,"Clothing store, Fashion accessories store, Men's clothing store, Plus size clothing store, Western apparel store, Women's clothing store, Youth clothing store",Dubai,True,United Arab Emirates,United Arab Emirates,1,418,0.2931323584743847
1,Sky Z Park,1,50.8442923,4.3232475,357.0,4.3,1,"Amusement park, Amusement center, Children's amusement center, Indoor playground, Leisure centre, Recreation center, Restaurant",Anderlecht,True,Belgium,Belgium,1,22,0.3720214965561007
1,Your choice supermarket,1,25.2371439,55.2752476,33.0,4.0,0,Grocery store,Dubai,True,United Arab Emirates,United Arab Emirates,0,427,0.29240036917731144
0,Masjid - Mosque,1,25.2921133,55.38866,3.0,3.7,0,Mosque,Dubai,False,United Arab Emirates,United Arab Emirates,0,447,0.2939369229174653
1,Gold Coast Hotel and Casino,1,36.1165485,-115.1928065,1000.0,4.1,1,Casino,Las Vegas,True,NV,USA,1,88,1.5552093001471943
1,Recardo Shoes,1,25.3598607,55.3853511,32.0,4.4,0,Shoe store,Sharjah,False,United Arab Emirates,United Arab Emirates,0,182,0.2950394395136696
1,Adalar Moda - Turkish Moda,1,25.2625133,55.3263912,6.0,4.2,1,Clothing store,Dubai,True,United Arab Emirates,United Arab Emirates,0,418,0.2931018522505107
1,Scrooge's Spirits,1,34.5688601,-82.7076065,387.0,4.7,1,"Liquor store, Beer store, Event planner, Party store, Wine store",Anderson,True,SC,USA,1,191,0.9894957979993433
0,E Street Station,1,44.0509166,-123.0220736,32.0,4.4,0,Bus station,Springfield,True,OR,USA,0,492,1.7109578372834215
1,Rajaji Street Food Restaurant | Al Nahda,1,25.2867157,55.369949,104.0,3.7,0,Indian restaurant,Dubai,True,United Arab Emirates,United Arab Emirates,0,477,0.29374358567804404
0,Frankfurt Dom,1,50.1102102,8.6860157,1.0,5.0,0,Church,Frankfurt,False,Germany,Germany,0,188,0.3014321003706598
1,AL mizhar first Neighborhood park 4,1,25.2483726,55.4462316,57.0,4.3,0,Park,Dubai,True,United Arab Emirates,United Arab Emirates,1,181,0.29353640623064686
0,MAGRABi - The Dubai Mall,1,25.1966202,55.278323,19.0,3.6,1,Department store,Dubai,False,United Arab Emirates,United Arab Emirates,1,277,0.29174583454709363
1,Welcome for anyone,1,23.5484399,53.7544902,2.0,4.5,0,Park,Abu Dhabi,False,United Arab Emirates,United Arab Emirates,0,181,0.2565803649644583
1,Veterinary Services,1,41.2243599,-85.1542656,434.0,4.9,1,Veterinarian,Fort Wayne,True,IN,USA,1,180,1.054706192127479
1,Quiz Clothing,1,55.8838076,-3.5145334,138.0,4.4,1,"Women's clothing store, Clothing store, Fashion accessories store, Jewelry store, Shoe store",Livingston,True,United Kingdom,United Kingdom,1,418,0.5010657512339712
1,ADNOC Service Station | Al Salama (174),1,25.3105322,55.379268,241.0,4.1,1,"Gas station, Bakery, Coffee shop, Convenience store, Deli, Diesel fuel supplier, Fuel supplier, Pastry shop, Sandwich shop, Supermarket",Sharjah,True,United Arab Emirates,United Arab Emirates,1,427,0.29418941031740475
1,HomeGoods,1,45.0293991,-93.4466745,277.0,4.3,1,"Department store, Bathroom supply store, Bedding store, Furniture store, Home goods store, Kitchen supply store, Linens store, Outdoor furniture store",Plymouth,True,MN,USA,1,277,1.2117857860570607
1,Petek LLC,1,25.2799,55.3538,32.0,4.4,0,Shoe store,Dubai,False,United Arab Emirates,United Arab Emirates,0,182,0.2935412319395397
1,Sharjah Fort (Al Hisn),1,25.3586262,55.3865565,782.0,4.4,1,"Museum, Tourist attraction",Sharjah,True,United Arab Emirates,United Arab Emirates,1,82,0.2950256932939469
1,Nay Oxygen Cafe & Restaurant,1,24.9976669,55.3825972,236.0,4.2,1,"Cafe, Restaurant",Dubai,True,United Arab Emirates,United Arab Emirates,1,426,0.2890367578318593
1,ميني لقيمات كافيه,1,23.6586321,53.702058,16.0,4.8,0,Restaurant,Abu Dhabi,False,United Arab Emirates,United Arab Emirates,1,426,0.2582112633603625
1,Enterprise Rent-A-Car,1,37.5220533,-82.5690212,80.0,4.1,1,"Car rental agency, Van rental agency",Pikeville,True,KY,USA,1,213,0.9961476676680561
1,OYO 482 Sun And Sands Downtown,1,25.2644854,55.319021,901.0,3.0,1,Hotel,Dubai,True,United Arab Emirates,United Arab Emirates,0,132,0.2930938566531571
0,Long Drive - Rent A Car,1,25.3488745,55.4042518,32.0,4.4,0,Car rental agency,Sharjah,False,United Arab Emirates,United Arab Emirates,0,213,0.29496264733129324
0,Aqualit. Aquarium der Stadtwerke Homburg.,1,49.3230271,7.3406639,5.0,4.2,1,Aquarium,Homburg,False,Germany,Germany,1,84,0.32798144226301346
1,Makha Bakery,1,25.3081576,55.4198381,1.0,5.0,0,Bakery,Sharjah,False,United Arab Emirates,United Arab Emirates,1,445,0.29437623109413785
0,Tweedbank Station (at),1,55.6053128,-2.757528,5.0,4.0,0,Bus station,Melrose,True,United Kingdom,United Kingdom,0,492,0.48776437545032625
1,YOUNG ORCA GARMENTS,1,25.263609,55.324131,22.0,4.0,1,"Clothing store, Formal wear store",Dubai,True,United Arab Emirates,United Arab Emirates,1,418,0.29310752271567825
0,Police shooting and sports club,1,25.4181037,55.5536278,20.0,4.8,0,Government office,Ajman,False,United Arab Emirates,United Arab Emirates,0,311,0.29694645802843483
1,FOURSEASONS HOME FURNISHINGS L.L.C,1,25.2858024,55.3512905,23.0,4.9,1,"Window treatment store, Blinds shop, Carpet installer, Carpet store, Curtain and upholstery cleaning service, Curtain supplier and maker, Interior Decorator, Upholstery shop, Wallpaper store, Wood and laminate flooring supplier",Dubai,True,United Arab Emirates,United Arab Emirates,1,59,0.2936250295212824
1,Great circle Restaurant,1,23.6600711,53.7285287,4.0,4.5,0,Restaurant,Abu Dhabi,False,United Arab Emirates,United Arab Emirates,0,426,0.25835108224071807
1,Rio Hotel,1,22.1928081,113.5499496,1000.0,4.1,1,Hotel,Macao,True,Unknown,Unknown,0,132,1.1122353356629882
1,Papa Johns,1,25.2797853,55.3536682,363.0,3.9,1,"Pizza delivery, American restaurant, Chicken restaurant, Chicken wings restaurant, Italian restaurant, Pasta shop, Pizza restaurant, Pizza Takeout, Restaurant, Salad shop",Dubai,True,United Arab Emirates,United Arab Emirates,1,133,0.293538603446421
1,Clinipets Vet Clinic DMCC,1,25.0665614,55.1399977,219.0,4.7,1,Veterinarian,Dubai,True,United Arab Emirates,United Arab Emirates,1,180,0.28883554054587723
1,Red Hill Toyota,1,43.2389668,-79.7669293,1000.0,4.6,1,"Toyota dealer, Truck repair shop, Used car dealer, Used truck dealer",Hamilton,True,"ON, Canada",Canada,1,119,0.9741994822542197
1,St.Mary's Jacobite Syrian Soonoro Patriarchal Cathedral (St. Mary's Jacobite Syrian Orthodox Patriarchal Cathedral,1,25.3497081,55.4034017,206.0,4.8,1,Church,Sharjah,True,United Arab Emirates,United Arab Emirates,1,188,0.29497170682176044
1,"Dubai Islamic Bank (DIB) | Tasjeel village Branch, Ajman",1,25.3439742,55.4736087,124.0,1.7,1,"Bank, ATM",Sharjah,True,United Arab Emirates,United Arab Emirates,1,203,0.2952698905806715
1,Family Friends Veterinary Hospital,1,42.9137953,-85.50613369999999,714.0,4.8,1,"Veterinarian, Animal hospital",Grand Rapids,True,MI,USA,1,180,1.068383728331476
1,Burj Al Noor Auto Repair Workshop LLC,1,25.2942658,55.4232606,34.0,4.3,0,Auto repair shop,Sharjah,True,United Arab Emirates,United Arab Emirates,1,260,0.29416572586762774
1,Accurate Audit & Associates,1,25.3943971,55.4546177,32.0,4.4,0,"Auditor, Accounting firm, Bookkeeping service, Business management consultant, Financial consultant",Ajman,True,United Arab Emirates,United Arab Emirates,1,78,0.2959965497641772
1,Carbon Developments GmbH,1,50.1128312,8.6806459,32.0,4.4,0,Real estate agency,Frankfurt,False,Germany,Germany,0,42,0.30150814033894824
0,ING - servicepunt,1,52.2115115,5.2895029,2.0,5.0,1,Bank,Baarn,True,Netherlands,Netherlands,1,203,0.3511911192000653
1,Park Avenue Cafe,1,25.2746446,55.3822591,313.0,3.8,0,"Cafe, Lunch restaurant",Dubai,True,United Arab Emirates,United Arab Emirates,1,426,0.2936123276026548
1,Dope cafe and restaurant,1,23.6667073,53.6983565,107.0,4.4,1,Restaurant,Abu Dhabi,True,United Arab Emirates,United Arab Emirates,1,426,0.2583316776844118
1,Canadian Specialist Hospital,1,25.277331,55.34859,1000.0,4.5,1,Hospital,Dubai,True,United Arab Emirates,United Arab Emirates,1,7,0.29346986050319807
1,Absolute Beauty Salon And Spa,1,25.3087959,55.4593985,3.0,5.0,0,Beauty salon,Sharjah,True,United Arab Emirates,United Arab Emirates,1,44,0.2946087315136607
1,à table!,1,47.4976708,19.0576703,1000.0,4.5,1,"Bakery, Brunch restaurant, Espresso bar, Pastry shop",Budapest,True,Hungary,Hungary,1,445,0.17194030075041056
0,مسجد عامر محمد بن زايد,1,23.5591068,53.7593329,3.0,4.0,1,Mosque,Abu Dhabi,False,United Arab Emirates,United Arab Emirates,0,447,0.2567819140543071
1,"ATM, Dubai Islamic Bank (DIB) | Dana Mart, Ajman",1,25.432692,55.531644,3.0,3.0,1,ATM,Ajman,True,United Arab Emirates,United Arab Emirates,1,168,0.29706264990566744
1,Raffles International School,1,25.1366858,55.1947042,110.0,3.8,1,"Primary school, School",Dubai,True,United Arab Emirates,United Arab Emirates,1,14,0.2902954238969368
0,AL JADDAF WATERFRONT - PUBLIC PARK,1,25.2274498,55.3395205,30.0,4.5,0,Park,Dubai,False,United Arab Emirates,United Arab Emirates,0,181,0.29259403934564726
0,Life plus laundry,1,25.2914735,55.3826239,32.0,4.4,0,Laundry service,Dubai,False,United Arab Emirates,United Arab Emirates,0,118,0.29389274519109987
0,Hustler’s University,1,25.1133927,55.1762197,32.0,4.4,0,University,Dubai,False,United Arab Emirates,United Arab Emirates,0,430,0.28980869404617027
1,KATRINA STORE - MOVENPICK (AL MAMZAR),1,25.2894054,55.3539126,2.0,5.0,0,Convenience store,Dubai,True,United Arab Emirates,United Arab Emirates,1,427,0.2936991825366844
1,Pandora,1,50.1143335,8.6811349,295.0,4.0,1,Jewelry store,Frankfurt,True,Germany,Germany,1,432,0.30149224931364615
1,Alia Insurance Broker,1,25.2313424,55.3134851,20.0,4.2,1,Insurance broker,Dubai,True,United Arab Emirates,United Arab Emirates,1,267,0.2925145064809838
1,Younus Bicycle Trading and furniture,1,25.4025956,55.4452678,35.0,4.5,0,"Bicycle Shop, Furniture store, Mattress store",Ajman,True,United Arab Emirates,United Arab Emirates,1,55,0.2960798154014967
1,Van Hoe Funeral Home,1,41.5153694,-90.4472537,15.0,4.7,1,Funeral home,East Moline,False,IL,USA,0,174,1.145555396859939
1,CHEF BARDALIS RESTAURANT AND CAFE مطعم وكافيه شيف بردليس,1,25.2881921,55.3585502,266.0,4.1,0,"Restaurant, Cafe",Dubai,True,United Arab Emirates,United Arab Emirates,1,426,0.2937047891044343
1,Nasrullah Khan Auto Maint.w.shop for heavy trucks Sajja,1,25.3032258,55.6304615,8.0,4.6,0,Auto body shop,Sharjah,False,United Arab Emirates,United Arab Emirates,0,26,0.29549338409276943
1,Minutes,1,25.1966672,55.2803607,1000.0,4.9,1,"Repair service, Key duplication service, Mobile phone repair shop, Rubber stamp store, Watch repair service",Dubai,True,United Arab Emirates,United Arab Emirates,1,38,0.29175781191319783
1,Police Scotland Drylaw Police Station,1,55.9670739,-3.2478539,32.0,4.4,0,Police station,Edinburgh,True,United Kingdom,United Kingdom,0,50,0.496449134943307
1,Reedemed Christian Church of God (RCCG) Dubai,1,25.2701849,55.3318036,10.0,5.0,1,Church,Dubai,True,United Arab Emirates,United Arab Emirates,1,188,0.2932587523891031
1,Stadhuis Delft,1,52.0114446,4.3584474,522.0,4.6,1,"City Hall, Tourist attraction",Delft,False,Netherlands,Netherlands,1,434,0.3677814802936996
0,South Indian Night Club,1,25.2420372,55.2980008,62.0,4.6,0,"Disco club, Club",Dubai,False,United Arab Emirates,United Arab Emirates,1,32,0.29260633770537525
1,City Hall,1,46.9924028,-93.5966384,32.0,4.4,1,City government office,Hill City,False,MN,USA,1,434,1.2240807369762878
1,Hamad Bookshop مكتبة حمد,1,25.3996454,55.5041558,25.0,4.8,0,Stationery store,Ajman,True,United Arab Emirates,United Arab Emirates,1,277,0.2963616461967653
1,Shoe Palace,1,36.1636987,-115.1570685,298.0,4.1,1,"Shoe store, Clothing store, Men's clothing store, Sportswear store, Women's clothing store",Las Vegas,True,NV,USA,1,418,1.5546824974114535
1,Dubai Scholars Private School,1,25.2799586,55.3641738,159.0,3.9,1,"Private educational institution, School",Dubai,True,United Arab Emirates,United Arab Emirates,1,112,0.2935997181739169
0,"Salem AG Church, Sharjah",1,25.3506302,55.4029326,4.0,4.5,0,Church,Sharjah,False,United Arab Emirates,United Arab Emirates,1,188,0.29498435106889437
1,TARIQ Cars Rental,1,25.386779,55.450979,2.0,4.5,1,Car rental agency,Ajman,False,United Arab Emirates,United Arab Emirates,1,213,0.2958502453490729
0,Dubai Waterfall,1,25.1860075,55.254271,772.0,4.6,0,Tourist attraction,Dubai,False,United Arab Emirates,United Arab Emirates,1,107,0.29143806359125185
1,Libbey Funeral Home & Cremation Services,1,47.237761,-93.524923,1.0,5.0,0,Funeral home,Grand Rapids,True,MN,USA,1,174,1.2241712079875027
1,New Era Supermarket - Diyafah2,1,25.2354011,55.2778682,8.0,4.8,0,Grocery store,Dubai,True,United Arab Emirates,United Arab Emirates,1,427,0.29238585340954754
1,EPPCO | 5 | Garhoud,1,25.2460278,55.33875,41.0,3.4,1,"Gas station, Convenience store, Fast food restaurant, Food court",Dubai,True,United Arab Emirates,United Arab Emirates,1,492,0.29289725422730994
1,Shoexpress,1,25.2976193,55.3722668,8.0,4.5,1,Shoe store,Sharjah,True,United Arab Emirates,United Arab Emirates,1,182,0.2939368726882746
0,مسجد صغيرة العامري,1,23.5486799,53.7638749,32.0,4.4,0,Mosque,Abu Dhabi,False,United Arab Emirates,United Arab Emirates,0,447,0.2566261212180755
1,EPPCO | 68 | Emirates Co-Op,1,25.2553889,55.3980556,109.0,3.8,1,"Gas station, Convenience store, Fast food restaurant, Food court",Dubai,True,United Arab Emirates,United Arab Emirates,1,492,0.2933819939497569
1,Tesla Sales and Service Centre,1,49.1090435,-122.6834083,368.0,3.7,1,"Car dealer, Tesla showroom",Surrey,True,"BC, Canada",Canada,1,8,1.7235747428315833
1,You Drive Auto,1,41.3782424,-82.0756378,783.0,4.5,1,Used car dealer,Elyria,True,OH,USA,1,8,1.0034912358026893
1,Naif Electronics Services,1,25.278016,55.309515,3.0,3.7,0,Electronics store,Dubai,False,United Arab Emirates,United Arab Emirates,1,17,0.2932656205289276
1,Al sind used cars & spare parts trading llc,1,25.344894,55.6427075,32.0,4.4,0,Used car dealer,Sharjah,True,United Arab Emirates,United Arab Emirates,1,8,0.29625035870279365
0,Pet wonder ornamental L.L.C,1,25.3224864,55.3769757,69.0,4.3,1,Pet store,Sharjah,True,United Arab Emirates,United Arab Emirates,1,390,0.2943744933980185
1,"Signature by Regus - Frankfurt, Signature Westhafen Tower",1,50.1013061,8.6643591,18.0,4.1,1,"Office space rental agency, Coworking space, Executive suite rental agency, Virtual office rental",Frankfurt,True,Germany,Germany,1,39,0.30183911740125086
1,Emirates Post - DIFC Post Office,1,25.2139189,55.2803332,38.0,3.4,1,"Post office, Courier service, Delivery service, Mailbox rental service, Mailing service, Shipping and mailing service, Shipping service",Dubai,True,United Arab Emirates,United Arab Emirates,1,124,0.2920434527529022
1,ALMarmoom equine hospital,1,24.9047339,55.3332944,4.0,5.0,0,Hospital,Dubai,False,United Arab Emirates,United Arab Emirates,0,7,0.28722358564006717
0,Parking garage gold souk,1,25.2672499,55.296932,26.0,3.9,0,Parking lot,Dubai,False,United Arab Emirates,United Arab Emirates,0,226,0.2930181329807943
1,Auto Z Showroom - معرض اوتو زي للسيارات,1,25.2747948,51.508685,900.0,3.8,1,Car dealer,Doha,True,Qatar,Qatar,1,8,0.27949165612584165
0,Château de Cambron (Aquarium),1,50.5852984,3.8884541,12.0,4.1,1,Aquarium,Brugelette,False,Belgium,Belgium,0,84,0.3803859289219383
1,Heeponderhoud,0,52.149068,5.2024559,32.0,4.4,0,"Painter, Service establishment",Dubai,True,United Arab Emirates,United Arab Emirates,0,81,0.3528568681125581
1,IMAGE LAUNDRY & DRY CLEANERS DUBAI,1,25.2885033,55.3671438,24.0,4.3,1,"Laundry service, Carpet cleaning service, Dry cleaner, Laundry",Dubai,True,United Arab Emirates,United Arab Emirates,1,118,0.293757593772668
1,MANGO,1,55.8643502,-4.2521577,126.0,4.2,1,"Clothing store, Fashion accessories store, Formal wear store, Women's clothing store",Glasgow,True,United Kingdom,United Kingdom,1,418,0.5139286194208248
0,ЧТО В МОЕЙ СУМКЕ,1,25.2561246,55.2861951,32.0,4.4,0,Convenience store,Dubai,False,United Arab Emirates,United Arab Emirates,0,427,0.29277489151630837
1,Oncomponents.com,1,25.2727682,55.3129706,32.0,4.4,0,Electronics store,Dubai,True,United Arab Emirates,United Arab Emirates,1,17,0.29319770781831767
1,AlRawi Medical Center | مركز الراوي الطبي,1,25.203274,55.2632297,72.0,5.0,1,"Dentist, Cosmetic dentist, Dental clinic, Dental hygienist, Medical office, Dermatologist, Laser hair removal service",Dubai,True,United Arab Emirates,United Arab Emirates,1,48,0.2917732650870135
1,Painting and Powerwashing,0,46.423669,-129.9427086,1.0,1.0,0,"Painter, Service establishment",Dubai,True,United Arab Emirates,United Arab Emirates,0,81,1.8373848040190202
1,Lothian & Borders Police - Newcastleton Police Station,1,55.1795375,-2.8145113,32.0,4.4,0,Police station,Newcastleton,True,United Kingdom,United Kingdom,0,50,0.48871055363488364
1,Al Twar 2 Park - حديقة الطوار 2,1,25.2621028,55.3829729,616.0,4.4,1,"Park, Tourist attraction",Dubai,False,United Arab Emirates,United Arab Emirates,1,181,0.29340885441397685
1,ZOOM | 4028,1,25.2577359,55.2973578,4.0,1.0,1,"Convenience store, Coffee shop, Deli, Grocery store, Salad shop, Sandwich shop, Soft drinks shop",Dubai,True,United Arab Emirates,United Arab Emirates,1,427,0.2928628559891767
1,القنصلية المصرية,1,25.2545378,55.3074818,1000.0,2.8,1,Foreign consulate,Dubai,True,United Arab Emirates,United Arab Emirates,1,264,0.2928655525564178
1,Cruise Planners - Cheryl L. Cavalli,0,40.2228982,-74.59304639999999,1.0,5.0,1,"Travel agency, Cruise agency, Service establishment",Dubai,True,United Arab Emirates,United Arab Emirates,1,13,0.8723731006688608
1,TIME Express Hotel,1,25.3303081,55.3676283,365.0,4.3,1,Hotel,Sharjah,True,United Arab Emirates,United Arab Emirates,0,132,0.2944521359212467
1,Consulate General of Australia & Trade Commission,1,25.2517862,55.3012303,80.0,4.1,1,Foreign consulate,Dubai,False,United Arab Emirates,United Arab Emirates,1,264,0.29278558278701766
1,Aster Pharmacy - (Al Nahda 1),1,25.2922972,55.3693497,108.0,4.1,1,"Pharmacy, Baby store, Beauty product supplier, Beauty supply store, Cosmetics store, Drug store, Health and beauty shop, Sports nutrition store, Vitamin & supplements store",Dubai,True,United Arab Emirates,United Arab Emirates,1,44,0.2938326152968689
1,United Arab Bank - ATM,1,25.3304429,55.4987217,32.0,4.4,0,ATM,Sharjah,False,United Arab Emirates,United Arab Emirates,1,168,0.2951881658575332
1,Souq Al Haraj Phase 2,1,25.3500896,55.4838491,16.0,4.8,1,Car dealer,Sharjah,True,United Arab Emirates,United Arab Emirates,0,8,0.2954286090363705
1,Ralf Kellenberger,1,50.1101822,8.6789639,39.0,5.0,1,Jewelry designer,Frankfurt,True,Germany,Germany,0,432,0.30154983469686203
1,BBZ,1,25.2979132,55.3706465,12.0,3.5,1,"Department store, Clothing store",Sharjah,True,United Arab Emirates,United Arab Emirates,0,277,0.29393274252378104
1,The Buccleuch Arms Hotel,1,55.3324836,-3.4441804,520.0,4.6,1,"Bar, Hotel, Restaurant",Moffat,True,United Kingdom,United Kingdom,0,475,0.4997045858628398
1,Capital Education Dubai Campus,1,25.0968092,55.1695862,23.0,4.8,1,"University, Business school, Fashion design school, College",Dubai,True,United Arab Emirates,United Arab Emirates,1,430,0.28949760928598817
1,The Getty,1,34.0773438,-118.4732648,1000.0,4.8,1,"Art museum, Modern art museum, Museum, Non-profit organization, Tourist attraction",Los Angeles,True,CA,USA,1,145,1.6086331360735853
1,Soldier Spring Park,1,32.7464427,-97.8110496,121.0,4.8,1,"Park, Tourist attraction",Weatherford,False,TX,USA,1,181,1.247381005307711
